Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences
metL,,Bifunctional aspartokinase/homoserine dehydrogenase 2,408,408
ydjZ_1,,TVP38/TMEM64 family inner membrane protein YdjZ,408,408
leuB,,3-isopropylmalate dehydrogenase,408,409
amiD,,N-acetylmuramoyl-L-alanine amidase AmiD,408,408
ynjE,,Thiosulfate sulfurtransferase YnjE,408,408
group_16191,,hypothetical protein,408,408
yccA,,Modulator of FtsH protease YccA,408,408
plsC,,1-acyl-sn-glycerol-3-phosphate acyltransferase,408,408
azoR,,FMN-dependent NADH-azoreductase,408,408
lon_2,,Lon protease,408,408
uspE,,Universal stress protein E,408,408
rcsC,,Sensor histidine kinase RcsC,408,408
tmk_1,,Thymidylate kinase,408,408
bamE,,Outer membrane protein assembly factor BamE,408,408
group_16206,,Ferredoxin--NADP reductase,408,408
bioP,,Biotin transporter,408,408
yfcF,,Glutathione S-transferase YfcF,408,408
queF,,NADPH-dependent 7-cyano-7-deazaguanine reductase,408,408
mopA,,Molybdenum-pterin-binding protein MopA,408,408
ulaE_2,,L-ribulose-5-phosphate 3-epimerase UlaE,408,408
sucD_1,,Succinate--CoA ligase [ADP-forming] subunit alpha,408,408
dld,,Quinone-dependent D-lactate dehydrogenase,408,408
sucB_1,,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,408,408
folP,,Dihydropteroate synthase,408,408
napG,,Ferredoxin-type protein NapG,408,408
mscL,,Large-conductance mechanosensitive channel,408,408
yhaK,,Pirin-like protein YhaK,408,408
rhlE_1,,ATP-dependent RNA helicase RhlE,408,408
group_16232,,hypothetical protein,408,408
yibN,,putative protein YibN,408,408
glnG,,DNA-binding transcriptional regulator NtrC,408,408
sdhB,,Succinate dehydrogenase iron-sulfur subunit,408,408
group_16236,,putative protein,408,408
ftnA_2,,Bacterial non-heme ferritin,408,408
yajC,,Sec translocon accessory complex subunit YajC,408,408
hyaC,,putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit,408,408
garK,,Glycerate 2-kinase,408,408
group_16241,,hypothetical protein,408,408
hybO,,Hydrogenase-2 small chain,408,408
syd,,Protein Syd,408,408
hldD,,ADP-L-glycero-D-manno-heptose-6-epimerase,408,408
hemC,,Porphobilinogen deaminase,408,408
ptrA,,Protease 3,408,408
uxuA,,Mannonate dehydratase,408,410
lysO,,Lysine exporter LysO,408,408
group_16260,,hypothetical protein,408,408
idnO,,5-keto-D-gluconate 5-reductase,408,408
pnp,,Polyribonucleotide nucleotidyltransferase,408,408
rhaA,,L-rhamnose isomerase,408,408
lptD,,LPS-assembly protein LptD,408,409
group_16270,,hypothetical protein,408,408
group_16277,,hypothetical protein,408,408
nuoK,,NADH-quinone oxidoreductase subunit K,408,408
kup,,Low affinity potassium transport system protein kup,408,408
ypjD,,Inner membrane protein YpjD,408,408
kch,,Voltage-gated potassium channel Kch,408,408
pyrG,,CTP synthase,408,408
degS,,Serine endoprotease DegS,408,408
cca,,Multifunctional CCA protein,408,408
zitB,,Zinc transporter ZitB,408,408
mdh_1,,Malate dehydrogenase,408,408
yrbG,,Inner membrane protein YrbG,408,408
ilvD,,Dihydroxy-acid dehydratase,408,408
group_16289,,hypothetical protein,408,408
thiQ,,Thiamine import ATP-binding protein ThiQ,408,409
ulaD,,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,408,408
plsB,,Glycerol-3-phosphate acyltransferase,408,408
group_16298,,hypothetical protein,408,408
artM_1,,Arginine ABC transporter permease protein ArtM,408,408
greB,,Transcription elongation factor GreB,408,408
rbsA_3,,Ribose import ATP-binding protein RbsA,408,408
pheT,,Phenylalanine--tRNA ligase beta subunit,408,408
xdhA_1,,Putative xanthine dehydrogenase molybdenum-binding subunit XdhA,408,408
yhcB,,Inner membrane protein YhcB,408,408
iolU,,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,408,408
fsr,,Fosmidomycin resistance protein,408,408
ydgC,,Inner membrane protein YdgC,408,408
cysK,,Cysteine synthase A,408,408
nhaK_2,,"Sodium, potassium, lithium and rubidium/H(+) antiporter",408,408
pepA,,Cytosol aminopeptidase,408,408
dnaN,,Beta sliding clamp,408,408
pgk,,Phosphoglycerate kinase,408,408
ppsA,,Phosphoenolpyruvate synthase,408,408
yjfF,,Inner membrane ABC transporter permease protein YjfF,408,408
pgrR_2,,HTH-type transcriptional regulator PgrR,408,408
srlR_2,,Glucitol operon repressor,408,408
ftsP,,Cell division protein FtsP,408,408
tamB,,Translocation and assembly module subunit TamB,408,408
ygbE,,Inner membrane protein YgbE,408,408
yjjG,,Pyrimidine 5'-nucleotidase YjjG,408,409
pbpG,,D-alanyl-D-alanine endopeptidase,408,408
secY,,Protein translocase subunit SecY,408,408
ubiG,,Ubiquinone biosynthesis O-methyltransferase,408,408
malP_1,,Maltodextrin phosphorylase,408,408
ugpB,,sn-glycerol-3-phosphate-binding periplasmic protein UgpB,408,408
caiB,,L-carnitine CoA-transferase,408,409
gntK_2,,Thermoresistant gluconokinase,408,408
rlmE,,Ribosomal RNA large subunit methyltransferase E,408,408
argP,,HTH-type transcriptional regulator ArgP,408,408
yhhS,,putative MFS-type transporter YhhS,408,408
gspH,,Putative type II secretion system protein H,408,408
ydfG,,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,408,408
yhhQ,,Queuosine precursor transporter,408,408
group_16378,,hypothetical protein,408,408
purF,,Amidophosphoribosyltransferase,408,408
pnuC,,Nicotinamide riboside transporter PnuC,408,408
group_16381,,hypothetical protein,408,408
zraR,,Transcriptional regulatory protein ZraR,408,408
hsrA,,putative transport protein HsrA,408,408
csrD,,RNase E specificity factor CsrD,408,408
tadA,,tRNA-specific adenosine deaminase,408,408
fumC,,Fumarate hydratase class II,408,408
trmL,,tRNA (cytidine(34)-2'-O)-methyltransferase,408,408
trpA,,Tryptophan synthase alpha chain,408,408
yiaJ,,DNA-binding transcriptional repressor YiaJ,408,408
pxpC,,5-oxoprolinase subunit C,408,408
ftsA_2,,Cell division protein FtsA,408,409
ycfH,,putative metal-dependent hydrolase YcfH,408,408
ampH,,D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH,408,408
cysN,,Sulfate adenylyltransferase subunit 1,408,408
ubiJ_2,,Ubiquinone biosynthesis accessory factor UbiJ,408,408
clpB,,Chaperone protein ClpB,408,408
ansA,,L-asparaginase 1,408,408
bglJ,,Transcriptional activator protein BglJ,408,409
group_16409,,hypothetical protein,408,408
yfeY,,putative protein YfeY,408,408
rdgB,,dITP/XTP pyrophosphatase,408,408
mdoC,,Glucans biosynthesis protein C,408,408
group_16413,,hypothetical protein,408,408
uvrD,,DNA helicase II,408,408
idnT,,Gnt-II system L-idonate transporter,408,408
cysE_1,,Serine acetyltransferase,408,408
tpiA,,Triosephosphate isomerase,408,408
psuG,,Pseudouridine-5'-phosphate glycosidase,408,408
fixA_2,,Protein FixA,408,409
rep,,ATP-dependent DNA helicase Rep,408,408
ldhA,,D-lactate dehydrogenase,408,408
menH,,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",408,408
group_16433,,hypothetical protein,408,408
astA,,Arginine N-succinyltransferase,408,408
ybhI_2,,Inner membrane protein YbhI,408,408
ydhX_2,,putative ferredoxin-like protein YdhX,408,408
lptB_2,,Lipopolysaccharide export system ATP-binding protein LptB,408,408
rpoH,,RNA polymerase sigma factor RpoH,408,408
group_16450,,hypothetical protein,408,408
lexA,,LexA repressor,408,408
fbaA_2,,putative fructose-bisphosphate aldolase,408,408
pgaB,,"Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase",408,408
bioH,,Pimeloyl-[acyl-carrier protein] methyl ester esterase,408,408
hypB,,Hydrogenase maturation factor HypB,408,408
leuD,,3-isopropylmalate dehydratase small subunit,408,409
alaC,,Glutamate-pyruvate aminotransferase AlaC,408,408
asd,,Aspartate-semialdehyde dehydrogenase,408,408
ytfE,,Iron-sulfur cluster repair protein YtfE,408,408
entC,,Isochorismate synthase EntC,408,408
def,,Peptide deformylase,408,408
group_16472,,hypothetical protein,408,408
nth,,Endonuclease III,408,408
group_16474,,hypothetical protein,408,408
tnaB,,Low affinity tryptophan permease,408,408
rpsD,,30S ribosomal protein S4,408,408
gamA,,putative glucosamine-6-phosphate deaminase 2,408,408
ydhT,,putative protein YdhT,408,408
lolA_1,,Outer-membrane lipoprotein carrier protein,408,408
group_16480,,hypothetical protein,408,408
group_16481,,hypothetical protein,408,408
fmt,,Methionyl-tRNA formyltransferase,408,408
dgoA_1,,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,408,408
mtlD,,Mannitol-1-phosphate 5-dehydrogenase,408,408
caiA_1,,Crotonobetainyl-CoA reductase,408,408
serB,,Phosphoserine phosphatase,408,409
dauA,,C4-dicarboxylic acid transporter DauA,408,408
por_1,,Polyol:NADP oxidoreductase,408,408
dnaB_2,,Replicative DNA helicase,408,408
hflC_2,,Modulator of FtsH protease HflC,408,408
moaC,,Cyclic pyranopterin monophosphate synthase,408,408
tag,,DNA-3-methyladenine glycosylase 1,408,408
fucI,,L-fucose isomerase,408,408
ycgM,,putative protein YcgM,408,408
rpsH,,30S ribosomal protein S8,408,408
slmA,,Nucleoid occlusion factor SlmA,408,408
sucD_2,,Succinate--CoA ligase [ADP-forming] subunit alpha,408,408
malP_2,,Maltodextrin phosphorylase,408,408
gap_1,,Glyceraldehyde-3-phosphate dehydrogenase,408,408
ddlB,,D-alanine--D-alanine ligase B,408,409
fetA,,putative iron export ATP-binding protein FetA,408,408
gspL,,Putative type II secretion system protein L,408,408
skp,,Chaperone protein Skp,408,409
moaB,,Molybdenum cofactor biosynthesis protein B,408,408
rph,,Ribonuclease PH,408,408
group_16545,,hypothetical protein,408,408
group_16546,,hypothetical protein,408,408
znuA,,High-affinity zinc uptake system protein ZnuA,408,408
pykA,,Pyruvate kinase II,408,408
pal_1,,Peptidoglycan-associated lipoprotein,408,408
guaD,,Guanine deaminase,408,408
zapC,,Cell division protein ZapC,408,408
yabJ,,2-iminobutanoate/2-iminopropanoate deaminase,408,408
yqjD,,putative protein YqjD,408,408
yebF,,Protein YebF,408,408
group_16555,,hypothetical protein,408,408
menB,,"1,4-dihydroxy-2-naphthoyl-CoA synthase",408,408
group_16557,,putative autotransporter,408,408
entS,,Enterobactin exporter EntS,408,408
ribE,,"6,7-dimethyl-8-ribityllumazine synthase",408,408
ydgH,,Protein YdgH,408,408
tesA,,Thioesterase 1/protease 1/lysophospholipase L1,408,408
nuoC,,NADH-quinone oxidoreductase subunit C/D,408,408
infC,,Translation initiation factor IF-3,408,408
metF,,"5,10-methylenetetrahydrofolate reductase",408,408
bepA,,Beta-barrel assembly-enhancing protease,408,408
norR_2,,Anaerobic nitric oxide reductase transcription regulator NorR,408,408
ttdB,,L(+)-tartrate dehydratase subunit beta,408,408
cysS,,Cysteine--tRNA ligase,408,408
gcvP,,Glycine dehydrogenase (decarboxylating),408,408
zapE,,Cell division protein ZapE,408,408
aroF,,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive",408,408
group_16592,,putative protein,408,408
lptF,,Lipopolysaccharide export system permease protein LptF,408,408
mutL,,DNA mismatch repair protein MutL,408,408
yceD,,Large ribosomal RNA subunit accumulation protein YceD,408,408
fixB_1,,Protein FixB,408,408
rutF,,FMN reductase (NADH) RutF,408,408
gppA,,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",408,408
dgkA,,Diacylglycerol kinase,408,408
trpGD,,Bifunctional protein TrpGD,408,408
yigB,,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB,408,408
mog,,Molybdopterin adenylyltransferase,408,409
ftnA_1,,Bacterial non-heme ferritin,408,408
aas,,Bifunctional protein Aas,408,408
yjcH,,Inner membrane protein YjcH,408,408
amtB,,Ammonia channel,408,408
tusE,,Sulfurtransferase TusE,408,408
eda,,KHG/KDPG aldolase,408,408
kdsC,,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,408,408
uvrB,,UvrABC system protein B,408,408
rlmL,,Ribosomal RNA large subunit methyltransferase K/L,408,408
higB-2_2,,Toxin HigB-2,408,408
uspG,,Universal stress protein UP12,408,408
nadC_2,,Nicotinate-nucleotide pyrophosphorylase [carboxylating],408,409
dapE,,Succinyl-diaminopimelate desuccinylase,408,408
group_16642,,hypothetical protein,408,408
php,,Phosphotriesterase homology protein,408,408
dnaC,,DNA replication protein DnaC,408,409
torC,,Cytochrome c-type protein TorC,408,408
panE,,2-dehydropantoate 2-reductase,408,408
rimL,,Ribosomal-protein-serine acetyltransferase,408,408
lolE,,Lipoprotein-releasing system transmembrane protein LolE,408,408
hypD,,Hydrogenase maturation factor HypD,408,408
argS,,Arginine--tRNA ligase,408,408
yjjX,,Inosine/xanthosine triphosphatase,408,409
serS,,Serine--tRNA ligase,408,408
gcvA,,Glycine cleavage system transcriptional activator,408,408
yicJ,,Inner membrane symporter YicJ,408,408
potA_1,,Spermidine/putrescine import ATP-binding protein PotA,408,408
ppk,,Polyphosphate kinase,408,408
galU,,UTP--glucose-1-phosphate uridylyltransferase,408,408
ynaI,,Low conductance mechanosensitive channel YnaI,408,408
glpQ,,"Glycerophosphodiester phosphodiesterase, periplasmic",408,408
cysD,,Sulfate adenylyltransferase subunit 2,408,408
yqjI,,Transcriptional regulator YqjI,408,408
psuK_2,,Pseudouridine kinase,408,408
ugpC,,sn-glycerol-3-phosphate import ATP-binding protein UgpC,408,408
der_1,,GTPase Der,408,408
rlpA,,Endolytic peptidoglycan transglycosylase RlpA,408,408
atpF,,ATP synthase subunit b,408,408
group_16687,,hypothetical protein,408,408
rihA,,Pyrimidine-specific ribonucleoside hydrolase RihA,408,408
hflX,,GTPase HflX,408,408
nudC,,NADH pyrophosphatase,408,408
dsbD,,Thiol:disulfide interchange protein DsbD,408,408
fdoH,,Formate dehydrogenase-O iron-sulfur subunit,408,408
adhB,,Alcohol dehydrogenase 2,408,408
tauD,,Alpha-ketoglutarate-dependent taurine dioxygenase,408,408
group_16695,,hypothetical protein,408,408
gmk,,Guanylate kinase,408,408
rffH,,Glucose-1-phosphate thymidylyltransferase 2,408,408
eutS,,Ethanolamine utilization protein EutS,408,408
csgE,,Curli production assembly/transport component CsgE,408,408
copA,,Copper-exporting P-type ATPase,408,408
lon_1,,Lon protease,408,408
nadD,,Nicotinate-nucleotide adenylyltransferase,408,408
holA,,DNA polymerase III subunit delta,408,408
pssA,,CDP-diacylglycerol--serine O-phosphatidyltransferase,408,408
eutC,,Ethanolamine ammonia-lyase light chain,408,408
mreB,,Cell shape-determining protein MreB,408,408
group_16719,,hypothetical protein,408,408
wzxE,,Lipid III flippase,408,408
cyaA,,Adenylate cyclase,408,408
ppiB,,Peptidyl-prolyl cis-trans isomerase B,408,408
emtA,,Endo-type membrane-bound lytic murein transglycosylase A,408,408
galK,,Galactokinase,408,408
clpP,,ATP-dependent Clp protease proteolytic subunit,408,408
fixA_1,,Protein FixA,408,408
ppc,,Phosphoenolpyruvate carboxylase,408,408
group_16728,,hypothetical protein,408,408
yhcH,,putative protein YhcH,408,408
ydhC,,Inner membrane transport protein YdhC,408,408
fsaB,,Fructose-6-phosphate aldolase 2,408,408
proX,,Glycine betaine/proline betaine-binding periplasmic protein,408,408
sucC_1,,Succinate--CoA ligase [ADP-forming] subunit beta,408,408
rlmJ,,Ribosomal RNA large subunit methyltransferase J,408,408
trkH,,Trk system potassium uptake protein TrkH,408,408
mdoH,,Glucans biosynthesis glucosyltransferase H,408,408
group_16737,,hypothetical protein,408,408
lipA,,Lipoyl synthase,408,408
topA_1,,DNA topoisomerase 1,408,408
rfaH,,Transcription antitermination protein RfaH,408,408
proC,,Pyrroline-5-carboxylate reductase,408,408
patZ,,Peptidyl-lysine N-acetyltransferase PatZ,408,408
nikA,,Nickel-binding periplasmic protein,408,408
hspQ,,Heat shock protein HspQ,408,408
higA,,Antitoxin HigA,408,408
malT,,HTH-type transcriptional regulator MalT,408,408
group_16752,,hypothetical protein,408,408
tldD,,Metalloprotease TldD,408,408
qseG,,Quorum-sensing regulator protein G,408,408
rluC,,Ribosomal large subunit pseudouridine synthase C,408,408
grcA,,Autonomous glycyl radical cofactor,408,408
mlaC,,Intermembrane phospholipid transport system binding protein MlaC,408,408
gltX,,Glutamate--tRNA ligase,408,408
adeP,,Adenine permease AdeP,408,408
sapD,,Putrescine export system ATP-binding protein SapD,408,408
lpoB,,Penicillin-binding protein activator LpoB,408,408
arcB,,Aerobic respiration control sensor protein ArcB,408,408
ndhS,,Nicotinate dehydrogenase small FeS subunit,408,408
hyfA_4,,Hydrogenase-4 component A,408,408
ebgA,,Evolved beta-galactosidase subunit alpha,408,408
dksA,,RNA polymerase-binding transcription factor DksA,408,409
pdxA2,,D-threonate 4-phosphate dehydrogenase,408,408
lptB_1,,Lipopolysaccharide export system ATP-binding protein LptB,408,408
gapA,,Glyceraldehyde-3-phosphate dehydrogenase A,408,408
ptsG_1,,PTS system glucose-specific EIICB component,408,408
acuI,,putative acrylyl-CoA reductase AcuI,408,408
rfaF,,ADP-heptose--LPS heptosyltransferase 2,408,408
fdhE,,Protein FdhE,408,408
araC,,Arabinose operon regulatory protein,408,409
ybhR,,putative multidrug ABC transporter permease YbhR,408,408
group_16792,,hypothetical protein,408,408
pstA,,Phosphate transport system permease protein PstA,408,408
qorA,,Quinone oxidoreductase 1,408,408
treR,,HTH-type transcriptional regulator TreR,408,408
ygaM,,putative protein YgaM,408,408
hcxB,,Hydroxycarboxylate dehydrogenase B,408,408
eutD,,Ethanolamine utilization protein EutD,408,408
epd,,D-erythrose-4-phosphate dehydrogenase,408,408
fucK,,L-fuculokinase,408,408
hisG,,ATP phosphoribosyltransferase,408,408
ybhC,,Putative acyl-CoA thioester hydrolase YbhC,408,408
chiP,,Chitoporin,408,408
mlaA,,Intermembrane phospholipid transport system lipoprotein MlaA,408,408
acnB,,Aconitate hydratase B,408,409
pphA,,Serine/threonine-protein phosphatase 1,408,408
xanQ,,Xanthine permease XanQ,408,408
zur,,Zinc uptake regulation protein,408,408
group_16821,,hypothetical protein,408,408
group_16822,,hypothetical protein,408,408
mltF,,Membrane-bound lytic murein transglycosylase F,408,408
group_16824,,hypothetical protein,408,408
yajO,,1-deoxyxylulose-5-phosphate synthase YajO,408,408
